CMDLINE C:\Users\Muping\anaconda3\python.exe main.py
MEM 1179.023438 1676390915.2606
MEM 1179.214844 1676390915.3702
MEM 1179.214844 1676390915.4789
MEM 1179.402344 1676390915.5875
MEM 1179.531250 1676390915.6962
MEM 1179.531250 1676390915.8038
MEM 1179.585938 1676390915.9144
MEM 1180.062500 1676390916.0241
MEM 1180.066406 1676390916.1347
MEM 1180.066406 1676390916.2443
MEM 1180.570312 1676390916.3539
MEM 1180.890625 1676390916.4656
MEM 1180.890625 1676390916.5742
MEM 1181.109375 1676390916.6839
MEM 1181.496094 1676390916.7935
MEM 1181.496094 1676390916.9011
MEM 1181.621094 1676390917.0128
MEM 1182.382812 1676390917.1244
MEM 1182.414062 1676390917.2330
MEM 1182.746094 1676390917.3427
MEM 1182.996094 1676390917.4523
MEM 1183.062500 1676390917.5629
MEM 1183.062500 1676390917.6726
MEM 1183.250000 1676390917.7842
MEM 1183.390625 1676390917.8948
MEM 1183.394531 1676390918.0054
MEM 1183.503906 1676390918.1161
MEM 1183.757812 1676390918.2257
MEM 1183.757812 1676390918.3363
MEM 1183.753906 1676390918.4480
MEM 1184.605469 1676390918.5576
MEM 1184.605469 1676390918.6677
MEM 1184.605469 1676390918.7773
MEM 1184.855469 1676390918.8889
MEM 1185.441406 1676390918.9996
MEM 1185.441406 1676390919.1062
MEM 1185.554688 1676390919.2168
MEM 1185.804688 1676390919.3285
MEM 1185.835938 1676390919.4391
MEM 1185.898438 1676390919.5487
MEM 1186.277344 1676390919.6594
MEM 1186.347656 1676390919.7700
MEM 1186.347656 1676390919.8786
MEM 1186.539062 1676390919.9903
MEM 1186.789062 1676390920.0999
MEM 1186.789062 1676390920.2105
MEM 1186.949219 1676390920.3182
MEM 1187.136719 1676390920.4288
MEM 1187.167969 1676390920.5364
MEM 1187.230469 1676390920.6471
MEM 1187.511719 1676390920.7577
MEM 1187.574219 1676390920.8673
MEM 1187.578125 1676390920.9770
MEM 1187.765625 1676390921.0866
MEM 1187.863281 1676390921.1982
MEM 1187.863281 1676390921.3079
MEM 1188.015625 1676390921.4175
MEM 1188.496094 1676390921.5281
MEM 1188.496094 1676390921.6368
MEM 1188.558594 1676390921.7474
MEM 1189.191406 1676390921.8580
MEM 1189.257812 1676390921.9677
MEM 1189.386719 1676390922.0783
MEM 1189.636719 1676390922.1889
MEM 1189.707031 1676390922.2976
MEM 1189.707031 1676390922.4082
MEM 1189.855469 1676390922.5178
MEM 1190.042969 1676390922.6275
MEM 1190.042969 1676390922.7381
MEM 1190.171875 1676390922.8487
MEM 1190.832031 1676390922.9593
MEM 1190.832031 1676390923.0700
MEM 1191.339844 1676390923.1806
MEM 1191.589844 1676390923.2912
MEM 1191.667969 1676390923.3999
MEM 1191.667969 1676390923.5115
MEM 1191.871094 1676390923.6221
MEM 1192.343750 1676390923.7318
MEM 1192.347656 1676390923.8404
MEM 1192.410156 1676390923.9520
MEM 1192.781250 1676390924.0637
MEM 1193.070312 1676390924.1713
MEM 1193.074219 1676390924.2819
MEM 1193.332031 1676390924.3926
MEM 1193.390625 1676390924.5042
MEM 1193.390625 1676390924.6138
MEM 1193.855469 1676390924.7224
MEM 1194.085938 1676390924.8321
MEM 1194.085938 1676390924.9437
MEM 1194.148438 1676390925.0523
MEM 1194.656250 1676390925.1610
MEM 1194.656250 1676390925.2716
MEM 1194.664062 1676390925.3803
MEM 1194.925781 1676390925.4889
MEM 1194.996094 1676390925.5995
MEM 1195.000000 1676390925.7082
MEM 1195.214844 1676390925.8188
MEM 1195.507812 1676390925.9284
MEM 1195.507812 1676390926.0390
MEM 1195.582031 1676390926.1497
MEM 1195.984375 1676390926.2603
MEM 1195.984375 1676390926.3689
MEM 1196.000000 1676390926.4796
MEM 1196.406250 1676390926.5882
MEM 1196.679688 1676390926.6998
MEM 1196.683594 1676390926.8085
MEM 1196.921875 1676390926.9161
MEM 1197.085938 1676390927.0257
MEM 1197.085938 1676390927.1354
MEM 1197.187500 1676390927.2450
MEM 1197.656250 1676390927.3527
MEM 1197.656250 1676390927.4623
MEM 1197.726562 1676390927.5719
MEM 1198.011719 1676390927.6796
MEM 1198.101562 1676390927.7902
MEM 1198.101562 1676390927.9008
MEM 1198.660156 1676390928.0105
MEM 1198.796875 1676390928.1191
MEM 1198.796875 1676390928.2257
MEM 1198.917969 1676390928.3354
MEM 1199.363281 1676390928.4460
MEM 1199.363281 1676390928.5546
MEM 1199.363281 1676390928.6653
MEM 1199.363281 1676390928.7759
MEM 1199.363281 1676390928.8855
MEM 1199.367188 1676390928.9962
MEM 1199.367188 1676390929.1058
MEM 1199.367188 1676390929.2154
MEM 1199.367188 1676390929.3251
MEM 1199.367188 1676390929.4357
MEM 1199.367188 1676390929.5453
MEM 1199.433594 1676390929.6569
MEM 1199.433594 1676390929.7676
MEM 1199.437500 1676390929.8772
MEM 1199.437500 1676390929.9878
MEM 1199.437500 1676390930.0975
MEM 1199.437500 1676390930.2061
MEM 1199.437500 1676390930.3177
MEM 1199.437500 1676390930.4284
MEM 1199.437500 1676390930.5390
MEM 1199.437500 1676390930.6496
MEM 1199.437500 1676390930.7602
MEM 1199.441406 1676390930.8699
MEM 1199.445312 1676390930.9795
MEM 1199.445312 1676390931.0911
MEM 1199.445312 1676390931.2018
MEM 1199.445312 1676390931.3114
MEM 1199.445312 1676390931.4220
MEM 1199.445312 1676390931.5317
MEM 1199.449219 1676390931.6413
MEM 1199.449219 1676390931.7529
MEM 1199.453125 1676390931.8636
MEM 1199.457031 1676390931.9732
MEM 1199.457031 1676390932.0838
MEM 1199.718750 1676390932.1935
MEM 1199.742188 1676390932.3041
MEM 1199.832031 1676390932.4127
MEM 1199.832031 1676390932.5224
MEM 1199.894531 1676390932.6320
MEM 1199.957031 1676390932.7416
MEM 1199.960938 1676390932.8513
MEM 1200.019531 1676390932.9619
MEM 1200.210938 1676390933.0725
MEM 1200.214844 1676390933.1811
MEM 1200.472656 1676390933.2918
MEM 1200.656250 1676390933.4024
MEM 1200.718750 1676390933.5121
MEM 1200.718750 1676390933.6227
MEM 1200.906250 1676390933.7313
MEM 1200.980469 1676390933.8400
MEM 1200.980469 1676390933.9476
MEM 1201.351562 1676390934.0582
MEM 1201.761719 1676390934.1679
MEM 1201.761719 1676390934.2775
MEM 1201.777344 1676390934.3861
MEM 1202.000000 1676390934.4948
MEM 1202.117188 1676390934.6024
MEM 1202.117188 1676390934.7120
MEM 1202.523438 1676390934.8207
MEM 1202.687500 1676390934.9303
MEM 1202.687500 1676390935.0419
MEM 1202.777344 1676390935.1496
MEM 1203.023438 1676390935.2582
MEM 1203.023438 1676390935.3679
MEM 1203.027344 1676390935.4760
MEM 1203.261719 1676390935.5846
MEM 1203.375000 1676390935.6962
MEM 1203.378906 1676390935.8059
MEM 1203.527344 1676390935.9175
MEM 1203.691406 1676390936.0281
MEM 1203.945312 1676390936.1358
MEM 1204.031250 1676390936.2464
MEM 1204.277344 1676390936.3560
MEM 1204.277344 1676390936.4657
MEM 1204.796875 1676390936.5763
MEM 1205.039062 1676390936.6859
MEM 1205.144531 1676390936.7975
MEM 1205.144531 1676390936.9082
MEM 1205.324219 1676390937.0188
MEM 1205.457031 1676390937.1294
MEM 1205.457031 1676390937.2411
MEM 1205.835938 1676390937.3527
MEM 1206.042969 1676390937.4613
MEM 1206.171875 1676390937.5710
MEM 1206.210938 1676390937.6816
MEM 1206.531250 1676390937.7902
MEM 1206.531250 1676390937.9009
MEM 1206.531250 1676390938.0095
MEM 1206.718750 1676390938.1181
MEM 1206.843750 1676390938.2288
MEM 1206.843750 1676390938.3364
MEM 1206.968750 1676390938.4460
MEM 1207.171875 1676390938.5547
MEM 1207.175781 1676390938.6643
MEM 1207.207031 1676390938.7740
MEM 1207.679688 1676390938.8846
MEM 1208.296875 1676390938.9933
MEM 1208.296875 1676390939.1009
MEM 1208.429688 1676390939.2125
MEM 1208.609375 1676390939.3212
MEM 1208.609375 1676390939.4298
MEM 1208.671875 1676390939.5394
MEM 1208.921875 1676390939.6491
MEM 1209.070312 1676390939.7597
MEM 1209.324219 1676390939.8683
MEM 1209.492188 1676390939.9770
MEM 1209.941406 1676390940.0866
MEM 1209.941406 1676390940.1962
MEM 1210.003906 1676390940.3059
MEM 1210.253906 1676390940.4165
MEM 1210.253906 1676390940.5271
MEM 1210.261719 1676390940.6380
MEM 1210.507812 1676390940.7487
MEM 1210.585938 1676390940.8603
MEM 1210.847656 1676390940.9709
MEM 1211.011719 1676390941.0806
MEM 1211.324219 1676390941.1892
MEM 1211.324219 1676390941.2988
MEM 1211.449219 1676390941.4095
MEM 1211.636719 1676390941.5181
MEM 1211.640625 1676390941.6287
MEM 1211.703125 1676390941.7394
MEM 1212.210938 1676390941.8500
MEM 1212.300781 1676390941.9606
MEM 1212.300781 1676390942.0703
MEM 1212.523438 1676390942.1809
MEM 1212.710938 1676390942.2905
MEM 1212.710938 1676390942.3992
MEM 1213.089844 1676390942.5088
MEM 1214.042969 1676390942.6194
MEM 1214.042969 1676390942.7290
MEM 1214.058594 1676390942.8380
MEM 1214.355469 1676390942.9487
MEM 1214.375000 1676390943.0593
MEM 1214.375000 1676390943.1689
MEM 1214.925781 1676390943.2786
MEM 1215.050781 1676390943.3882
MEM 1215.050781 1676390943.4978
MEM 1215.437500 1676390943.6085
MEM 1215.816406 1676390943.7191
MEM 1215.816406 1676390943.8287
MEM 1215.816406 1676390943.9384
MEM 1216.066406 1676390944.0480
MEM 1216.355469 1676390944.1586
MEM 1216.355469 1676390944.2692
MEM 1216.570312 1676390944.3799
MEM 1216.949219 1676390944.4905
MEM 1216.953125 1676390944.6011
MEM 1217.089844 1676390944.7108
MEM 1217.351562 1676390944.8204
MEM 1217.351562 1676390944.9300
MEM 1217.382812 1676390945.0397
MEM 1217.660156 1676390945.1483
MEM 1217.675781 1676390945.2589
MEM 1217.675781 1676390945.3696
MEM 1218.164062 1676390945.4772
MEM 1218.339844 1676390945.5878
MEM 1218.339844 1676390945.6985
MEM 1218.429688 1676390945.8081
MEM 1218.652344 1676390945.9167
MEM 1218.652344 1676390946.0264
MEM 1218.671875 1676390946.1350
MEM 1218.996094 1676390946.2446
MEM 1219.007812 1676390946.3523
MEM 1219.261719 1676390946.4629
MEM 1219.503906 1676390946.5735
MEM 1219.664062 1676390946.6842
MEM 1219.664062 1676390946.7948
MEM 1219.777344 1676390946.9064
MEM 1219.949219 1676390947.0163
MEM 1219.949219 1676390947.1270
MEM 1220.027344 1676390947.2366
MEM 1220.281250 1676390947.3462
MEM 1220.285156 1676390947.4559
MEM 1220.289062 1676390947.5665
MEM 1220.589844 1676390947.6771
MEM 1221.367188 1676390947.7867
MEM 1221.367188 1676390947.8974
MEM 1221.488281 1676390948.0080
MEM 1221.679688 1676390948.1176
MEM 1221.679688 1676390948.2253
MEM 1221.996094 1676390948.3359
MEM 1222.566406 1676390948.4455
MEM 1222.566406 1676390948.5552
MEM 1222.628906 1676390948.6658
MEM 1222.878906 1676390948.7744
MEM 1223.066406 1676390948.8841
MEM 1223.320312 1676390948.9937
MEM 1223.761719 1676390949.1014
MEM 1223.929688 1676390949.2102
MEM 1223.929688 1676390949.3189
MEM 1224.082031 1676390949.4285
MEM 1224.332031 1676390949.5371
MEM 1224.460938 1676390949.6468
MEM 1224.714844 1676390949.7574
MEM 1225.093750 1676390949.8660
MEM 1225.156250 1676390949.9776
MEM 1225.156250 1676390950.0863
MEM 1225.343750 1676390950.1979
MEM 1225.597656 1676390950.3081
MEM 1225.855469 1676390950.4157
MEM 1225.980469 1676390950.5244
MEM 1226.425781 1676390950.6330
MEM 1226.425781 1676390950.7436
MEM 1226.425781 1676390950.8543
MEM 1226.675781 1676390950.9639
MEM 1226.738281 1676390951.0755
MEM 1226.738281 1676390951.1851
MEM 1226.925781 1676390951.2958
MEM 1227.054688 1676390951.4064
MEM 1227.054688 1676390951.5160
MEM 1227.242188 1676390951.6267
MEM 1227.550781 1676390951.7363
MEM 1227.558594 1676390951.8459
MEM 1227.621094 1676390951.9566
MEM 1227.937500 1676390952.0662
MEM 1227.937500 1676390952.1768
MEM 1227.937500 1676390952.2855
MEM 1228.191406 1676390952.3961
MEM 1228.257812 1676390952.5077
MEM 1228.257812 1676390952.6164
MEM 1228.445312 1676390952.7270
MEM 1228.636719 1676390952.8376
MEM 1228.636719 1676390952.9472
MEM 1229.468750 1676390953.0579
MEM 1229.722656 1676390953.1675
MEM 1229.726562 1676390953.2781
MEM 1229.726562 1676390953.3878
MEM 1229.976562 1676390953.4964
MEM 1230.113281 1676390953.6080
MEM 1230.113281 1676390953.7177
MEM 1230.292969 1676390953.8253
MEM 1230.484375 1676390953.9329
MEM 1230.484375 1676390954.0426
MEM 1230.546875 1676390954.1512
MEM 1230.800781 1676390954.2599
MEM 1230.925781 1676390954.3705
MEM 1231.179688 1676390954.4811
MEM 1231.429688 1676390954.5898
MEM 1231.765625 1676390954.7004
MEM 1231.765625 1676390954.8100
MEM 1231.937500 1676390954.9216
MEM 1232.437500 1676390955.0303
MEM 1232.437500 1676390955.1409
MEM 1232.503906 1676390955.2515
MEM 1233.015625 1676390955.3602
MEM 1233.015625 1676390955.4698
MEM 1233.332031 1676390955.5804
MEM 1233.906250 1676390955.6901
MEM 1234.031250 1676390955.8007
MEM 1234.031250 1676390955.9113
MEM 1234.261719 1676390956.0210
MEM 1234.519531 1676390956.1316
MEM 1234.523438 1676390956.2412
MEM 1234.902344 1676390956.3519
MEM 1235.312500 1676390956.4615
MEM 1235.316406 1676390956.5711
MEM 1235.316406 1676390956.6818
MEM 1235.570312 1676390956.7904
MEM 1235.613281 1676390956.9000
MEM 1235.613281 1676390957.0087
MEM 1235.824219 1676390957.1173
MEM 1236.113281 1676390957.2269
MEM 1236.113281 1676390957.3376
MEM 1236.238281 1676390957.4482
MEM 1236.488281 1676390957.5561
MEM 1236.488281 1676390957.6648
MEM 1236.742188 1676390957.7744
MEM 1236.972656 1676390957.8830
MEM 1237.062500 1676390957.9937
MEM 1237.062500 1676390958.1053
MEM 1237.527344 1676390958.2139
MEM 1237.652344 1676390958.3246
MEM 1237.652344 1676390958.4342
MEM 1237.777344 1676390958.5438
MEM 1238.554688 1676390958.6545
MEM 1238.554688 1676390958.7651
MEM 1238.804688 1676390958.8747
MEM 1239.070312 1676390958.9843
MEM 1239.101562 1676390959.0950
MEM 1239.105469 1676390959.2046
MEM 1239.316406 1676390959.3142
MEM 1239.496094 1676390959.4239
MEM 1239.496094 1676390959.5335
MEM 1239.582031 1676390959.6441
MEM 1240.062500 1676390959.7548
MEM 1240.062500 1676390959.8664
MEM 1240.078125 1676390959.9780
MEM 1240.347656 1676390960.0877
MEM 1240.367188 1676390960.1983
MEM 1243.667969 1676390960.3069
MEM 1288.984375 1676390960.4166
MEM 1293.160156 1676390960.5262
MEM 1301.167969 1676390960.6358
MEM 1361.125000 1676390960.7475
MEM 1399.066406 1676390960.8591
MEM 1248.843750 1676390960.9747
MEM 1248.843750 1676390961.0864
MEM 1248.843750 1676390961.1961
MEM 1248.843750 1676390961.3067
MEM 1248.843750 1676390961.4233
MEM 1248.843750 1676390961.5309
MEM 1248.843750 1676390961.6416
MEM 1248.843750 1676390961.7532
MEM 1248.843750 1676390961.8739
MEM 1248.843750 1676390961.9836
MEM 1248.843750 1676390962.0952
MEM 1248.843750 1676390962.2168
MEM 1248.843750 1676390962.3265
MEM 1248.843750 1676390962.4381
MEM 1248.843750 1676390962.5468
MEM 1248.843750 1676390962.6574
MEM 1248.843750 1676390962.7690
MEM 1248.843750 1676390962.8767
MEM 1248.843750 1676390962.9843
MEM 1248.843750 1676390963.0979
MEM 1248.843750 1676390963.2095
MEM 1248.843750 1676390963.3182
MEM 1248.843750 1676390963.4258
MEM 1248.843750 1676390963.5335
MEM 1248.843750 1676390963.6441
MEM 1248.843750 1676390963.7547
MEM 1248.843750 1676390963.8694
MEM 1248.843750 1676390963.9820
MEM 1248.843750 1676390964.0906
MEM 1248.843750 1676390964.2033
MEM 1248.843750 1676390964.3149
MEM 1248.843750 1676390964.4385
MEM 1248.843750 1676390964.5481
MEM 1248.843750 1676390964.6587
MEM 1248.843750 1676390964.7694
MEM 1248.843750 1676390964.8810
